Asteroid Cliff Metal,Asteroid_Cliff_Metal,,,,
Asteroid Cliff,Asteroid_Cliff,,,,
Avernus Barrier,Avernus_Barrier,,,,
Avernus Gas Refinery Doodad Death,Avernus_Gas_Refinery_Doodad_Death,,,,
Avernus Gas Refinery Doodad,Avernus_Gas_Refinery_Doodad,,,,
Avernus Mesh Floor Doodad,Avernus_Mesh_Floor_Doodad,,,,
Avernus Mining Chamber Doodad Death,Avernus_Mining_Chamber_Doodad_Death,,,,
Avernus Mining Chamber Doodad,Avernus_Mining_Chamber_Doodad,,,,
Avernus Spectre Chamber Doodad Death,Avernus_Spectre_Chamber_Doodad_Death,,,,
Avernus Spectre Chamber Doodad,Avernus_Spectre_Chamber_Doodad,,,,
Avernus Ultralisk Severed,Avernus_Ultralisk_Severed,,,,
Avernus Ultralisk Shackled (Empty),Avernus_Ultralisk_Shackled_(Empty),,,,
Avernus Ultralisk Shackled,Avernus_Ultralisk_Shackled,,,,
Balloons,Balloons,,,,
Barrel Physics,Barrel_Physics,,,,
Barrels,Barrels,,,,
Battle Station Bridge Seats,Battle_Station_Bridge_Seats,,,,
Battle Station Xanthos Hologram,Battle_Station_Xanthos_Hologram,,,,
Battlecruiser Loki Dock,Battlecruiser_Loki_Dock,,,,
Bel Shir Canopy Tree Island,Bel_Shir_Canopy_Tree_Island,,,,
Bel Shir Cliff Gap Filler,Bel_Shir_Cliff_Gap_Filler,,,,
Billboard Destroyed,Billboard_Destroyed,,,,
Billboard Scrolling Text (Broken),Billboard_Scrolling_Text_(Broken),,,,
Billboard Scrolling Text,Billboard_Scrolling_Text,,,,
Billboard Tall,Billboard_Tall,,,,
Bio Dome (2),Bio_Dome_(2),,,,
Bio Dome Half Built,Bio_Dome_Half_Built,,,,
Bio Dome,Bio_Dome,,,,
Bird Drift Seeker,Bird_Drift_Seeker,,,,
Bird Hammer Ray,Bird_Hammer_Ray,,,,
Bird Xenomorph,Bird_Xenomorph,,,,
Bird, Drift Seeker, Zerus,Bird,_Drift_Seeker,_Zerus
Birds Tarsonis,Birds_Tarsonis,,,,
Birds,Birds,,,,
Black Fin Mako,Black_Fin_Mako,,,,
Blast Craters Doodad,Blast_Craters_Doodad,,,,
Blimp (Ads),Blimp_(Ads),,,,
Blimp,Blimp,,,,
BloodSplats,BloodSplats,,,,
Bodybag,Bodybag,,,,
Bonepile,Bonepile,,,,
Bones - Char -,Bones_-_Char_-,,,,
Bones - Mar Sara -,Bones_-_Mar_Sara_-,,,,
Bones Cliff - Char -,Bones_Cliff_-_Char_-,,,,
Brambles,Brambles,,,,
Bridge - Mar Sara -,Bridge_-_Mar_Sara_-,,,,
Bridge (Destroyed) - Mar Sara -,Bridge_(Destroyed)_-_Mar_Sara_-,,,,
Bridge Long - Mar Sara -,Bridge_Long_-_Mar_Sara_-,,,,
Bridge Long (Destroyed) - Mar Sara -,Bridge_Long_(Destroyed)_-_Mar_Sara_-,,,,
Broken Ground Edging Wide,Broken_Ground_Edging_Wide,,,,
Broken Ground Edging,Broken_Ground_Edging,,,,
Broken Plating,Broken_Plating,,,,
Bubba's Fuel Stop,Bubba's_Fuel_Stop,,,,
Bubble Acid,Bubble_Acid,,,,
Bullhorn Lights,Bullhorn_Lights,,,,
Bush,Bush,,,,
Cable Light,Cable_Light,,,,
Carbon Marine Block,Carbon_Marine_Block,,,,
Cargo Mover,Cargo_Mover,,,,
Cargo Truck Creep,Cargo_Truck_Creep,,,,
Cargo Truck,Cargo_Truck,,,,
Castanar Brutalisk Cage (2),Castanar_Brutalisk_Cage_(2),,,,
Castanar Brutalisk Cage Wrecked,Castanar_Brutalisk_Cage_Wrecked,,,,
Castanar Brutalisk Cage,Castanar_Brutalisk_Cage,,,,
Castanar Cabinet,Castanar_Cabinet,,,,
Castanar Cage,Castanar_Cage,,,,
Castanar Camera,Castanar_Camera,,,,
Castanar Castanar Stasis Tube,Castanar_Castanar_Stasis_Tube,,,,
Castanar Dissection Arm Destroyed,Castanar_Dissection_Arm_Destroyed,,,,
Castanar Dissection Arm,Castanar_Dissection_Arm,,,,
Castanar Dissection Table Destroyed,Castanar_Dissection_Table_Destroyed,,,,
Castanar Dissection Table,Castanar_Dissection_Table,,,,
Castanar Floodlight,Castanar_Floodlight,,,,
Castanar Generator,Castanar_Generator,,,,
Castanar Holding Pen Wrecked,Castanar_Holding_Pen_Wrecked,,,,
Castanar Holding Pen,Castanar_Holding_Pen,,,,
Castanar Holo Projector,Castanar_Holo_Projector,,,,
Castanar Lightboard,Castanar_Lightboard,,,,
Castanar Monitor Floor Destroyed,Castanar_Monitor_Floor_Destroyed,,,,
Castanar Monitor Floor,Castanar_Monitor_Floor,,,,
Castanar Monitor Large,Castanar_Monitor_Large,,,,
Castanar Monitor Wall,Castanar_Monitor_Wall,,,,
Castanar Power Generator,Castanar_Power_Generator,,,,
Castanar Stasis Tube Debris,Castanar_Stasis_Tube_Debris,,,,
Castanar Stasis Tube Large,Castanar_Stasis_Tube_Large,,,,
Castanar Stasis Tube Quad,Castanar_Stasis_Tube_Quad,,,,
Castanar Stasis Tube Rising,Castanar_Stasis_Tube_Rising,,,,
Castanar Stasis Tube Wall Destroyed,Castanar_Stasis_Tube_Wall_Destroyed,,,,
Castanar Stasis Tube Wall,Castanar_Stasis_Tube_Wall,,,,
Castanar Table,Castanar_Table,,,,
Castanar Ultralisk Severed,Castanar_Ultralisk_Severed,,,,
Castanar Ultralisk Shackled,Castanar_Ultralisk_Shackled,,,,
Castanar Window Large Diagonal,Castanar_Window_Large_Diagonal,,,,
Castanar Window Large,Castanar_Window_Large,,,,
Castanar Workstation,Castanar_Workstation,,,,
Cave - Mar Sara -,Cave_-_Mar_Sara_-,,,,
Cave Entrance - Desert,Cave_Entrance_-_Desert,,,,
Cave Entrance,Cave_Entrance,,,,
CelestialLock Activation Pad,CelestialLock_Activation_Pad,,,,
Cerberus Construction Large,Cerberus_Construction_Large,,,,
Chain Link Fence Diagonal,Chain_Link_Fence_Diagonal,,,,
Chain Link Fence Post,Chain_Link_Fence_Post,,,,
Chain Link Fence Straight,Chain_Link_Fence_Straight,,,,
Char Archway 45 Degrees,Char_Archway_45_Degrees,,,,
Char Archway,Char_Archway,,,,
Char Arm,Char_Arm,,,,
Char Blister Egg,Char_Blister_Egg,,,,
Char Bridge,Char_Bridge,,,,
Char Claws,Char_Claws,,,,
Char Cliff Structure Large,Char_Cliff_Structure_Large,,,,
Char Cliff Structure Small,Char_Cliff_Structure_Small,,,,
Char Combs,Char_Combs,,,,
Char Crashing Barracks,Char_Crashing_Barracks,,,,
Char Crashing Battlecruiser,Char_Crashing_Battlecruiser,,,,
Char Crashing Debris on Fire,Char_Crashing_Debris_on_Fire,,,,
Char Crashing Debris,Char_Crashing_Debris,,,,
Char Crashing Factory,Char_Crashing_Factory,,,,
Char Crystal Huge,Char_Crystal_Huge,,,,
Char Crystal Large,Char_Crystal_Large,,,,
Char Crystal,Char_Crystal,,,,
Char Destructible Fissure,Char_Destructible_Fissure,,,,
Char Destructible Rock Cover Base,Char_Destructible_Rock_Cover_Base,,,,
Char Dune Rock Giant,Char_Dune_Rock_Giant,,,,
Char Dune Rock Large,Char_Dune_Rock_Large,,,,
Char Dune Rock,Char_Dune_Rock,,,,
Char Exhaust Vent,Char_Exhaust_Vent,,,,
Char Falling Boulder,Char_Falling_Boulder,,,,
Char Falling Rock,Char_Falling_Rock,,,,
Char Floor Panel,Char_Floor_Panel,,,,
Char Flower Small,Char_Flower_Small,,,,
Char Flower,Char_Flower,,,,
Char Glowing Pods,Char_Glowing_Pods,,,,
Char Horn,Char_Horn,,,,
Char Intestines,Char_Intestines,,,,
Char Nuke,Char_Nuke,,,,
Char Nydus Nest Empty,Char_Nydus_Nest_Empty,,,,
Char Nydus Nest,Char_Nydus_Nest,,,,
Char Ribs,Char_Ribs,,,,
Char Spine - Char -,Char_Spine_-_Char_-,,,,
Char Spine Large - Char -,Char_Spine_Large_-_Char_-,,,,
Char Spire Dead,Char_Spire_Dead,,,,
Char Spire Large,Char_Spire_Large,,,,
Char Spire,Char_Spire,,,,
Char Thorn Spire,Char_Thorn_Spire,,,,
Char Weed,Char_Weed,,,,
Char Worm,Char_Worm,,,,
Checkpoint,Checkpoint,,,,
Chiseled Rock Ex1 Large,Chiseled_Rock_Ex1_Large,,,,
Chiseled Rock Ex1,Chiseled_Rock_Ex1,,,,
Chiseled Rock Large,Chiseled_Rock_Large,,,,
Chiseled Rock,Chiseled_Rock,,,,
City Billboards,City_Billboards,,,,
Civilan Cars,Civilan_Cars,,,,
Cliff Armor One High,Cliff_Armor_One_High,,,,
Cliff Claw,Cliff_Claw,,,,
Cliff Doodad (Large Low) - Mar Sara -,Cliff_Doodad_(Large_Low)_-_Mar_Sara_-,,,,
Cliff Roots - Bel'Shir -,Cliff_Roots_-_Bel'Shir_-,,,,
Cliff Scaffolding,Cliff_Scaffolding,,,,
Cliff Spikes Destructible,Cliff_Spikes_Destructible,,,,
Cliff Spikes,Cliff_Spikes,,,,
Cliff Spires,Cliff_Spires,,,,
Clonist Hut,Clonist_Hut,,,,
Cloud Shadows,Cloud_Shadows,,,,
Clouds Brown,Clouds_Brown,,,,
Clouds Char,Clouds_Char,,,,
Clouds Ulaan,Clouds_Ulaan,,,,
Clouds White,Clouds_White,,,,
Cocooned Colonists,Cocooned_Colonists,,,,
Colonist Corpse,Colonist_Corpse,,,,
Colonist Hut (Burn Out),Colonist_Hut_(Burn_Out),,,,
Colonist Hut (Doodad),Colonist_Hut_(Doodad),,,,
Colonist Hut (Under Construction),Colonist_Hut_(Under_Construction),,,,
Colonist Sandbags Carried,Colonist_Sandbags_Carried,,,,
Colonist Ship (Abandoned, Angled),Colonist_Ship_(Abandoned,_Angled),,
Colonist Ship (Abandoned),Colonist_Ship_(Abandoned),,,,
Colonist Ship (Wrecked),Colonist_Ship_(Wrecked),,,,
Colonist Supplies,Colonist_Supplies,,,,
Colonist Supply Crate,Colonist_Supply_Crate,,,,
Colonist Vehicle (Abandoned),Colonist_Vehicle_(Abandoned),,,,
Colonist Vehicle (Wrecked),Colonist_Vehicle_(Wrecked),,,,
Colonist Vehicle,Colonist_Vehicle,,,,
Construction Crane,Construction_Crane,,,,
Conveyor Belt Bridge,Conveyor_Belt_Bridge,,,,
Conveyor Belt,Conveyor_Belt,,,,
Coolant Pipes,Coolant_Pipes,,,,
Coolant Tower,Coolant_Tower,,,,
Cougher,Cougher,,,,
Cracks,Cracks,,,,
Crane (TRaynor02),Crane_(TRaynor02),,,,
Crane Part 2x2 (TRaynor02),Crane_Part_2x2_(TRaynor02),,,,
Crane Part 3x3 (TRaynor02),Crane_Part_3x3_(TRaynor02),,,,
Crane Part 5x5 (TRaynor02),Crane_Part_5x5_(TRaynor02),,,,
Crate,Crate,,,,
Crater - Char -,Crater_-_Char_-,,,,
Crater - Large,Crater_-_Large,,,,
Crater - Meinhoff -,Crater_-_Meinhoff_-,,,,
Crater Large - Meinhoff -,Crater_Large_-_Meinhoff_-,,,,
Crater Small - Meinhoff -,Crater_Small_-_Meinhoff_-,,,,
Creep Cloud,Creep_Cloud,,,,
Creep Spore Emitter,Creep_Spore_Emitter,,,,
Creep Webbing,Creep_Webbing,,,,
Crops - Agria,Crops_-_Agria,,,,
Crow,Crow,,,,
Crystal Huge,Crystal_Huge,,,,
Crystal Large,Crystal_Large,,,,
Curtain (Char),Curtain_(Char),,,,
Curtain (LOS BLOCKER) - Agria,Curtain_(LOS_BLOCKER)_-_Agria,,,,
Curtain (LOS BLOCKER) - Aiur,Curtain_(LOS_BLOCKER)_-_Aiur,,,,
Curtain (LOS BLOCKER) - Bel'Shir,Curtain_(LOS_BLOCKER)_-_Bel'Shir,,,,
Curtain (LOS BLOCKER) - Char Dunes,Curtain_(LOS_BLOCKER)_-_Char_Dunes,,,,
Curtain (LOS BLOCKER) - Desert World,Curtain_(LOS_BLOCKER)_-_Desert_World,,,,
Curtain (LOS BLOCKER) - Haven,Curtain_(LOS_BLOCKER)_-_Haven,,,,
Curtain (LOS BLOCKER) - Hybrid Lab,Curtain_(LOS_BLOCKER)_-_Hybrid_Lab,,,,
Curtain (LOS BLOCKER) - Kaldir,Curtain_(LOS_BLOCKER)_-_Kaldir,,,,
Curtain (LOS BLOCKER) - Korhal Outsirkts,Curtain_(LOS_BLOCKER)_-_Korhal_Outsirkts,,,,
Curtain (LOS BLOCKER) - Korhal,Curtain_(LOS_BLOCKER)_-_Korhal,,,,
Curtain (LOS BLOCKER) - Mar Sara,Curtain_(LOS_BLOCKER)_-_Mar_Sara,,,,
Curtain (LOS BLOCKER) - Meinhoff,Curtain_(LOS_BLOCKER)_-_Meinhoff,,,,
Curtain (LOS BLOCKER) - Monlyth,Curtain_(LOS_BLOCKER)_-_Monlyth,,,,
Curtain (LOS BLOCKER) - New Folsom,Curtain_(LOS_BLOCKER)_-_New_Folsom,,,,
Curtain (LOS BLOCKER) - Protoss,Curtain_(LOS_BLOCKER)_-_Protoss,,,,
Curtain (LOS BLOCKER) - Redstone,Curtain_(LOS_BLOCKER)_-_Redstone,,,,
Curtain (LOS BLOCKER) - Shakuras,Curtain_(LOS_BLOCKER)_-_Shakuras,,,,
Curtain (LOS BLOCKER) - Space Platform,Curtain_(LOS_BLOCKER)_-_Space_Platform,,,,
Curtain (LOS BLOCKER) - Starship,Curtain_(LOS_BLOCKER)_-_Starship,,,,
Curtain (LOS BLOCKER) - Tarsonis,Curtain_(LOS_BLOCKER)_-_Tarsonis,,,,
Curtain (LOS BLOCKER) - Typhon,Curtain_(LOS_BLOCKER)_-_Typhon,,,,
Curtain (LOS BLOCKER) - Ulaan,Curtain_(LOS_BLOCKER)_-_Ulaan,,,,
Curtain (LOS BLOCKER) - Ulnar,Curtain_(LOS_BLOCKER)_-_Ulnar,,,,
Curtain (LOS BLOCKER) - Valhalla,Curtain_(LOS_BLOCKER)_-_Valhalla,,,,
Curtain (LOS BLOCKER) - Xil,Curtain_(LOS_BLOCKER)_-_Xil,,,,
Curtain (LOS BLOCKER) - Zerus,Curtain_(LOS_BLOCKER)_-_Zerus,,,,
Curtain (LOS BLOCKER) - Zhakul Das,Curtain_(LOS_BLOCKER)_-_Zhakul_Das,,,,
Dead Primalisk,Dead_Primalisk,,,,
Dead Queen,Dead_Queen,,,,
Dead Tendrils,Dead_Tendrils,,,,
Dead Vandals,Dead_Vandals,,,,
Deadman's Port Barrel,Deadman's_Port_Barrel,,,,
Deadman's Port Compactor,Deadman's_Port_Compactor,,,,
Deadman's Port Crane,Deadman's_Port_Crane,,,,
Deadman's Port Crusher Doodad,Deadman's_Port_Crusher_Doodad,,,,
Deadman's Port Dumpster,Deadman's_Port_Dumpster,,,,
Deadman's Port Elevator,Deadman's_Port_Elevator,,,,
Deadman's Port Fan Vent,Deadman's_Port_Fan_Vent,,,,
Deadman's Port Garbage Pile,Deadman's_Port_Garbage_Pile,,,,
Deadman's Port Grid Floor Compactor,Deadman's_Port_Grid_Floor_Compactor,,,,
Deadman's Port Grid Floor Liquid,Deadman's_Port_Grid_Floor_Liquid,,,,
Deadman's Port Grid Floor,Deadman's_Port_Grid_Floor,,,,
Deadman's Port Ground MIx,Deadman's_Port_Ground_MIx,,,,
Deadman's Port Junk Pile,Deadman's_Port_Junk_Pile,,,,
Deadman's Port Scrap Conveyor Belt,Deadman's_Port_Scrap_Conveyor_Belt,,,,
Deadman's Port Scrap Elevator Left,Deadman's_Port_Scrap_Elevator_Left,,,,
Deadman's Port Scrap Elevator Right,Deadman's_Port_Scrap_Elevator_Right,,,,
Deadman's Port Spaceship Junk Pile,Deadman's_Port_Spaceship_Junk_Pile,,,,
Deadman's Port Storage,Deadman's_Port_Storage,,,,
Deadman's Port Tires,Deadman's_Port_Tires,,,,
Deadman's Port Tower Destroyed,Deadman's_Port_Tower_Destroyed,,,,
Deadman's Port Tower,Deadman's_Port_Tower,,,,
Decal - Alive Inside,Decal_-_Alive_Inside,,,,
Decal Protoss,Decal_Protoss,,,,
Decal Space,Decal_Space,,,,
Decal,Decal,,,,
Defenders City Building Municipal,Defenders_City_Building_Municipal,,,,
Destroyed Nydus Worm,Destroyed_Nydus_Worm,,,,
Destroyed Platform Chunks,Destroyed_Platform_Chunks,,,,
Dirt Pile Large,Dirt_Pile_Large,,,,
Dirt Pile Small,Dirt_Pile_Small,,,,
Docking Bay Ground,Docking_Bay_Ground,,,,
Dominion Energy Cannon,Dominion_Energy_Cannon,,,,
Dominion Landing Pad,Dominion_Landing_Pad,,,,
Dumpster,Dumpster,,,,
Dust Leaves,Dust_Leaves,,,,
Dust Storms,Dust_Storms,,,,
Electric Conduit Medium,Electric_Conduit_Medium,,,,
Electric Conduit Path Large,Electric_Conduit_Path_Large,,,,
Electric Conduit Path,Electric_Conduit_Path,,,,
Electric Conduit Small,Electric_Conduit_Small,,,,
Electrical Arcs,Electrical_Arcs,,,,
Execution Wall Large,Execution_Wall_Large,,,,
Execution Wall,Execution_Wall,,,,
Exhaust Pipes,Exhaust_Pipes,,,,
Explosive Mine Entrance,Explosive_Mine_Entrance,,,,
Facility Power Core Death (Doodad),Facility_Power_Core_Death_(Doodad),,,,
Fallen Asteroids (Terrain object),Fallen_Asteroids_(Terrain_object),,,,
Fallen Asteroids Scattered (Terrain obeject),Fallen_Asteroids_Scattered_(Terrain_obeject),,,,
Fan Vent Cliff,Fan_Vent_Cliff,,,,
Fire Medium,Fire_Medium,,,,
Fireworks,Fireworks,,,,
Fish,Fish,,,,
Flame Geyser - New Folsom,Flame_Geyser_-_New_Folsom,,,,
Flame Geyser - Redstone,Flame_Geyser_-_Redstone,,,,
Flashing Lights,Flashing_Lights,,,,
Floating Creep Pad,Floating_Creep_Pad,,,,
Floodlight Lens flare,Floodlight_Lens_flare,,,,
Floodlight,Floodlight,,,,
Fly Swarm,Fly_Swarm,,,,
Fog Blue,Fog_Blue,,,,
Fog Grey,Fog_Grey,,,,
Fog Mist Snow,Fog_Mist_Snow,,,,
Fog Mist,Fog_Mist,,,,
Fog Storm Deep White,Fog_Storm_Deep_White,,,,
Fog Storm Deep,Fog_Storm_Deep,,,,
Foliage - Agria -,Foliage_-_Agria_-,,,,
Foliage - Aiur -,Foliage_-_Aiur_-,,,,
Foliage - Bel'Shir -,Foliage_-_Bel'Shir_-,,,,
Foliage - Char -,Foliage_-_Char_-,,,,
Foliage - Haven -,Foliage_-_Haven_-,,,,
Foliage - Mar Sara,Foliage_-_Mar_Sara,,,,
Foliage - Monlyth,Foliage_-_Monlyth,,,,
Foliage - Redstone -,Foliage_-_Redstone_-,,,,
Foliage - Tarsonis -,Foliage_-_Tarsonis_-,,,,
Foliage - Xil -,Foliage_-_Xil_-,,,,
Foliage Zhakul -,Foliage_Zhakul_-,,,,
Force Field Wall,Force_Field_Wall,,,,
Fortified Walkway - 45 Corner Inner,Fortified_Walkway_-_45_Corner_Inner,,,,
Fortified Walkway - 45 Corner Outer,Fortified_Walkway_-_45_Corner_Outer,,,,
Fortified Walkway - 45 Gap Filler,Fortified_Walkway_-_45_Gap_Filler,,,,
Fortified Walkway - 45 Ramp (Mirrored),Fortified_Walkway_-_45_Ramp_(Mirrored),,,,
Fortified Walkway - 45 Ramp,Fortified_Walkway_-_45_Ramp,,,,
Fortified Walkway - 45-90 Merge Inner (Mirrored),Fortified_Walkway_-_45-90_Merge_Inner_(Mirrored),,,,
Fortified Walkway - 45-90 Merge Inner,Fortified_Walkway_-_45-90_Merge_Inner,,,,
Fortified Walkway - 45-90 Merge Outer (Mirrored),Fortified_Walkway_-_45-90_Merge_Outer_(Mirrored),,,,
Fortified Walkway - 45-90 Merge Outer,Fortified_Walkway_-_45-90_Merge_Outer,,,,
Fortified Walkway - 45,Fortified_Walkway_-_45,,,,
Fortified Walkway - 90 Gap Filler,Fortified_Walkway_-_90_Gap_Filler,,,,
Fortified Walkway - 90,Fortified_Walkway_-_90,,,,
Fortified Walkway - End Cap,Fortified_Walkway_-_End_Cap,,,,
Frozen Hatchery,Frozen_Hatchery,,,,
Frozen Nydus Worm,Frozen_Nydus_Worm,,,,
Frozen Spawning Pool,Frozen_Spawning_Pool,,,,
Frozen Spire,Frozen_Spire,,,,
Furnace Small,Furnace_Small,,,,
Furnace,Furnace,,,,
Garage Large Warfield,Garage_Large_Warfield,,,,
Garage Large,Garage_Large,,,,
Garage,Garage,,,,
Gas Crystal Doodad,Gas_Crystal_Doodad,,,,
Gas Giant Mist,Gas_Giant_Mist,,,,
Gas Giant Storm,Gas_Giant_Storm,,,,
Gas Giant Wind,Gas_Giant_Wind,,,,
Gas Station,Gas_Station,,,,
Gate Control Cables,Gate_Control_Cables,,,,
Gate Control,Gate_Control,,,,
Generic Building Rubble,Generic_Building_Rubble,,,,
Generic Space Pipes,Generic_Space_Pipes,,,,
Gorgon Dock - Bottom,Gorgon_Dock_-_Bottom,,,,
Gorgon Dock - Top,Gorgon_Dock_-_Top,,,,
Ground Cracks,Ground_Cracks,,,,
Ground Props,Ground_Props,,,,
Guide Arrow,Guide_Arrow,,,,
Gun Tower Base,Gun_Tower_Base,,,,
Hack Arena,Hack_Arena,,,,
Half Structure Plates,Half_Structure_Plates,,,,
Half Structure,Half_Structure,,,,
Haven Crates,Haven_Crates,,,,
Haven Tree Death,Haven_Tree_Death,,,,
High Yield Conveyor Belt,High_Yield_Conveyor_Belt,,,,
High Yield Mineral Cart,High_Yield_Mineral_Cart,,,,
High Yield Storage,High_Yield_Storage,,,,
Holding Pen Small,Holding_Pen_Small,,,,
Holding Pen,Holding_Pen,,,,
Home Large,Home_Large,,,,
Home Small,Home_Small,,,,
Hornet Panel Repair,Hornet_Panel_Repair,,,,
Hybrid 01 Gas Cloud,Hybrid_01_Gas_Cloud,,,,
Hybrid Cannon,Hybrid_Cannon,,,,
Hybrid Cliff Gas Vent,Hybrid_Cliff_Gas_Vent,,,,
Hybrid Gas Vent - Terrain Object,Hybrid_Gas_Vent_-_Terrain_Object,,,,
Hybrid Generator,Hybrid_Generator,,,,
Hybrid Glass Wall Panel,Hybrid_Glass_Wall_Panel,,,,
Hybrid Holding Cell Small,Hybrid_Holding_Cell_Small,,,,
Hybrid Holding Cell,Hybrid_Holding_Cell,,,,
Hybrid Holo Projector,Hybrid_Holo_Projector,,,,
Hybrid Hologram,Hybrid_Hologram,,,,
Hybrid Lab Fake Shadows,Hybrid_Lab_Fake_Shadows,,,,
Hybrid Monitor Floor,Hybrid_Monitor_Floor,,,,
Hybrid Monitor Large,Hybrid_Monitor_Large,,,,
Hybrid Monitor Wall,Hybrid_Monitor_Wall,,,,
Hybrid Obelisk,Hybrid_Obelisk,,,,
Hybrid Power Conduit,Hybrid_Power_Conduit,,,,
Hybrid Protoss Chamber Destructible,Hybrid_Protoss_Chamber_Destructible,,,,
Hybrid Security Wall,Hybrid_Security_Wall,,,,
Hybrid Sheared Rocks Large,Hybrid_Sheared_Rocks_Large,,,,
Hybrid Sheared Rocks,Hybrid_Sheared_Rocks,,,,
Hybrid Statis Tube Large,Hybrid_Statis_Tube_Large,,,,
Hybrid Statis Tube,Hybrid_Statis_Tube,,,,
Hybrid Statis Wall Tube,Hybrid_Statis_Wall_Tube,,,,
Hybrid Techpit,Hybrid_Techpit,,,,
Hybrid Temple Obelisk Relay,Hybrid_Temple_Obelisk_Relay,,,,
Hybrid Test Tube Crane,Hybrid_Test_Tube_Crane,,,,
Hybrid Test Tube,Hybrid_Test_Tube,,,,
Hybrid Vent Shadow Caster,Hybrid_Vent_Shadow_Caster,,,,
Hybrid Viewing Deck,Hybrid_Viewing_Deck,,,,
Hybrid Wall Consoles,Hybrid_Wall_Consoles,,,,
Hybrid Wall Panel 1 High,Hybrid_Wall_Panel_1_High,,,,
Hybrid Wall Panel 2 High,Hybrid_Wall_Panel_2_High,,,,
Hybrid Wall Panel Tall,Hybrid_Wall_Panel_Tall,,,,
Hybrid Wall Pillar 1 High,Hybrid_Wall_Pillar_1_High,,,,
Hybrid Wall Pillar 2 High,Hybrid_Wall_Pillar_2_High,,,,
Hybrid Wall Power Lines,Hybrid_Wall_Power_Lines,,,,
Hybrid Zerg Chamber Large,Hybrid_Zerg_Chamber_Large,,,,
Hydralisk Doodad,Hydralisk_Doodad,,,,
Ice Sheared Rocks - Large,Ice_Sheared_Rocks_-_Large,,,,
Ice Sheared Rocks - Upright,Ice_Sheared_Rocks_-_Upright,,,,
Ice Sheared Rocks Large Refractive,Ice_Sheared_Rocks_Large_Refractive,,,,
Ice Sheared Rocks,Ice_Sheared_Rocks,,,,
Ice World Ex2 Cliff Glacier Medium,Ice_World_Ex2_Cliff_Glacier_Medium,,,,
Iceworld - Ambient Crystals,Iceworld_-_Ambient_Crystals,,,,
Iceworld - Bones - Yeti,Iceworld_-_Bones_-_Yeti,,,,
Iceworld - Bridge,Iceworld_-_Bridge,,,,
Iceworld - Cliff Glacier Collapsing,Iceworld_-_Cliff_Glacier_Collapsing,,,,
Iceworld - Cliff Glacier Medium,Iceworld_-_Cliff_Glacier_Medium,,,,
Iceworld - Cliff Glacier Short,Iceworld_-_Cliff_Glacier_Short,,,,
Iceworld - Cliff Glacier Tall,Iceworld_-_Cliff_Glacier_Tall,,,,
Iceworld - Cliff Glacier,Iceworld_-_Cliff_Glacier,,,,
Iceworld - Cliff Icicles,Iceworld_-_Cliff_Icicles,,,,
Iceworld - Cracking Ice,Iceworld_-_Cracking_Ice,,,,
Iceworld - Ice Block,Iceworld_-_Ice_Block,,,,
